ano_pesquisa,arquivo_origem,id_resposta,idade,idade_q1_a_1,genero,raca_etnia,pcd,estado,uf,regiao,nivel_ensino,q1_m_area_de_formacao,"q2_a_situacao_de_trabalho",setor,atua_como_gestor,cargo_atual,nivel,faixa_salarial,experiencia_dados,experiencia_ti,modelo_trabalho_ideal,funcao_atuacao,fontes_dados,idade_q3_e,ia_uso_empresa,"q3_g_motivos_para_nao_usar_ai_generativa_e_llm","q3_h_empresa_esta_conseguindo_ter_bons_resultados_com_llms",linguagem_preferida,cloud_preferida,bi_preferida,"ferramenta_de_bi_preferida",tecnologia_data_lake,"tecnologia_data_warehouse"
2024,"State of Data 2024-2025 - Kaggle.csv","g10g99h7qs3p8gzmr3fwxg10g99ti632",20,17-21,Feminino,Parda,Não,"Distrito Federal (DF)",DF,Centro-oeste,"Doutorado ou Phd","Outra opção","Prefiro não informar","Tecnologia/Fábrica de Software",FALSE,"Outra Opção",Júnior,"Menos de R$ 1.000/mês","Não tenho experiência na área de dados","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Engenharia de Dados:* Modela soluções de arquitetura de dados; define modelagens de repositórios de dados (Data Lake, Data Warehouse, Data Lakehouse); desenvolve estratégias de aquisição de dados, recuperação de informação e pipelines de dados.","Não utilizo fontes de dados no dia a dia",,,,,,,Looker,,,
2024,"State of Data 2024-2025 - Kaggle.csv","zfgsgo9dngdrt38vtrzzfgsgosa5h62t",20,17-21,Masculino,Branca,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI","Empregado (CLT)",Varejo,FALSE,"Engenheiro de Dados/Data Engineer/Data Architect",Júnior,"de R$ 3.001/mês a R$ 4.000/mês","de 1 a 2 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Engenharia de Dados:* Modela soluções de arquitetura de dados; define modelagens de repositórios de dados (Data Lake, Data Warehouse, Data Lakehouse); desenvolve estratégias de aquisição de dados, recuperação de informação e pipelines de dados.","Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Parquet",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,Metabase,"Amazon Web Services (AWS)",Snowflake,Snowflake
2024,"State of Data 2024-2025 - Kaggle.csv","uc4kmb6a6h5wqcxp7uc4kmb6tb7ipytm",20,17-21,Masculino,Preta,Não,"Ceará (CE)",CE,Nordeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI","Somente Estudante (graduação)",,,,,,,,,,,,,,,,,,,,
2024,"State of Data 2024-2025 - Kaggle.csv","gf2mpz52trct07pu7clgf2mdwwimtj4y",20,17-21,Masculino,Preta,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais",Estagiário,"Filantropia/ONG's",FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","Menos de 1 ano","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.",Planilhas,,,,,Planilhas,Python,Tableau,"Servidores On Premise/Não utilizamos Cloud",,
2024,"State of Data 2024-2025 - Kaggle.csv","y5c930cf1lyh9iy8dy5c930jyu89i5ql",20,17-21,Masculino,Branca,Não,"São Paulo (SP)",SP,Sudeste,Graduação/Bacharelado,"Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais",Estagiário,"Finanças ou Bancos",FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 3.001/mês a R$ 4.000/mês","de 1 a 2 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Ciência de Dados/Machine Learning/AI: *Desenha e executa experimentos com o objetivo de responder perguntas do negócio; desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.","Dados relacionais (estruturados em bancos SQL), Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL)",Python,"Microsoft PowerBI","Google Cloud (GCP)",,
2024,"State of Data 2024-2025 - Kaggle.csv","tlo25iouw52qi5ksh3nstlo2x6rjo5bx",20,17-21,Feminino,Branca,Não,"Minas Gerais (MG)",MG,Sudeste,"Estudante de Graduação","Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais",Estagiário,"Finanças ou Bancos",FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","de 1 a 2 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados armazenados em bancos NoSQL, Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Microsoft PowerBI","Servidores On Premise/Não utilizamos Cloud",,
2024,"State of Data 2024-2025 - Kaggle.csv","y8f9xo0y1whmlxdiy8f3onmcc8apamj8",20,17-21,Masculino,Parda,Não,"Paraná (PR)",PR,Sul,"Estudante de Graduação","Economia/ Administração / Contabilidade / Finanças/ Negócios","Empregado (CLT)",Indústria,FALSE,"Analista de BI/BI Analyst",Júnior,"de R$ 3.001/mês a R$ 4.000/mês","de 1 a 2 anos","Menos de 1 ano","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Microsoft PowerBI","Servidores On Premise/Não utilizamos Cloud",,
2024,"State of Data 2024-2025 - Kaggle.csv","90rtkgd4ukq12a8rbto90rkpoastrjla",20,17-21,Masculino,Parda,Não,"Ceará (CE)",CE,Nordeste,Graduação/Bacharelado,"Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais",Estagiário,"Finanças ou Bancos",FALSE,"Analista de BI/BI Analyst",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","de 1 a 2 anos","Menos de 1 ano","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Textos/Documentos",,,,,Planilhas,Python,"Microsoft PowerBI","Servidores On Premise/Não utilizamos Cloud",,
2024,"State of Data 2024-2025 - Kaggle.csv","j60hkdwhgwhp9dqmw0ij60fscnw6khez",21,17-21,Masculino,Branca,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI","Empregado (CLT)",Varejo,FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 3.001/mês a R$ 4.000/mês","Menos de 1 ano","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL)",Python,Looker,"Google Cloud (GCP)",,
2024,"State of Data 2024-2025 - Kaggle.csv","z85zh0zc382s75r81oxz85zh0s3b52lc",21,17-21,Feminino,Branca,Não,"São Paulo (SP)",SP,Sudeste,Graduação/Bacharelado,"Computação / Engenharia de Software / Sistemas de Informação/ TI","Empregado (CLT)","Finanças ou Bancos",FALSE,"Cientista de Dados/Data Scientist",Júnior,"de R$ 6.001/mês a R$ 8.000/mês","de 3 a 4 anos","de 1 a 2 anos","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Microsoft PowerBI","Azure (Microsoft)",,
2024,"State of Data 2024-2025 - Kaggle.csv","dr06f3alc2ggytdr0sxo601qf5w0sphc",21,17-21,Masculino,Parda,Não,"Ceará (CE)",CE,Nordeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,"Outra Opção",FALSE,"Analista de BI/BI Analyst",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","de 3 a 4 anos","Menos de 1 ano","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Planilhas, Dados relacionais (estruturados em bancos SQL)",,,,,"Dados relacionais (estruturados em bancos SQL)",Python,"Microsoft PowerBI","Azure (Microsoft)",,
2024,"State of Data 2024-2025 - Kaggle.csv","0cbfyhslu7x4ebd0cbfyh2g643z5bftq",21,17-21,Feminino,Preta,Não,"Goiás (GO)",GO,Centro-oeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI","Empreendedor ou Empregado (CNPJ)","Área da Saúde",FALSE,"Analista de Negócios/Business Analyst",Pleno,"de R$ 4.001/mês a R$ 6.000/mês","de 3 a 4 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Não tenho preferência / Não sei opinar","Google Cloud (GCP)",,
2024,"State of Data 2024-2025 - Kaggle.csv","uh0rbkbjz42t28k8qzkuh0rbkbs54fml",21,17-21,Masculino,Parda,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI","Somente Estudante (graduação)",,,,,,,,,,,,,,,,,,,,
2024,"State of Data 2024-2025 - Kaggle.csv","bi6v5tcq85ksarefeqbi6v5tcqqq8jak",21,17-21,Feminino,Branca,Não,"Rio de Janeiro (RJ)",RJ,Sudeste,"Estudante de Graduação","Outras Engenharias (não incluir engenharia de software ou TI)","Empreendedor ou Empregado (CNPJ)","Área de Consultoria",FALSE,"Analista de Negócios/Business Analyst",Pleno,"de R$ 6.001/mês a R$ 8.000/mês","de 1 a 2 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados",,,,,"Planilhas, Textos/Documentos",,"Microsoft PowerBI","Cloud Própria",,
2024,"State of Data 2024-2025 - Kaggle.csv","m6cq7qpgl1ud0lryrgsm6cq7mk0dj86c",21,17-21,Masculino,Parda,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Economia/ Administração / Contabilidade / Finanças/ Negócios","Somente Estudante (graduação)",,,,,,,,,,,,,,,,,,,,
2024,"State of Data 2024-2025 - Kaggle.csv","m7yze7aj89bb9h9ahm7yzxk13jdtqmyc",21,17-21,Masculino,Parda,Não,"São Paulo (SP)",SP,Sudeste,Graduação/Bacharelado,"Computação / Engenharia de Software / Sistemas de Informação/ TI","Empregado (CLT)",Marketing,FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","de 1 a 2 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","Atuo na área de dados, mas não atuo em nenhuma das frentes citadas.","Não utilizo fontes de dados no dia a dia",,,,,,,"Não tenho preferência / Não sei opinar",,,
2024,"State of Data 2024-2025 - Kaggle.csv","of3vm3rvip8bkoa3a2mof3vmiv1da5b7",21,17-21,Masculino,Parda,Não,"São Paulo (SP)",SP,Sudeste,Graduação/Bacharelado,"Outra opção",Estagiário,Marketing,FALSE,"Analista de BI/BI Analyst",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","Não tenho experiência na área de dados","de 1 a 2 anos","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.",Planilhas,,,,,Planilhas,Python,"Não tenho preferência / Não sei opinar","Google Cloud (GCP)",,
2024,"State of Data 2024-2025 - Kaggle.csv","nk6nkoacgzomynuianwnk6nkkabfpqjm",21,17-21,Masculino,Branca,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,"Finanças ou Bancos",FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","Menos de 1 ano","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,Metabase,"Amazon Web Services (AWS)",,
2024,"State of Data 2024-2025 - Kaggle.csv","p3wogph0q7uv8x6r7addp3wog2glxeoa",21,17-21,Masculino,Branca,Não,"Minas Gerais (MG)",MG,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,"Tecnologia/Fábrica de Software",FALSE,"Engenheiro de Machine Learning/ML Engineer/AI Engineer",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","de 1 a 2 anos","Menos de 1 ano","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Ciência de Dados/Machine Learning/AI: *Desenha e executa experimentos com o objetivo de responder perguntas do negócio; desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.","Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Imagens, Textos/Documentos",,,,,"Dados relacionais (estruturados em bancos SQL)",Python,"Microsoft PowerBI","Azure (Microsoft)",,
2024,"State of Data 2024-2025 - Kaggle.csv","todrbkylqoj15wntodo54il3lp9xa46e",21,17-21,Masculino,Preta,Não,"Rio de Janeiro (RJ)",RJ,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,"Seguros ou Previdência",FALSE,"Analytics Engineer",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","Menos de 1 ano","Menos de 1 ano","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Textos/Documentos, Planilhas, Dados relacionais (estruturados em bancos SQL)",,,,,"Textos/Documentos, Planilhas",Python,"Microsoft PowerBI","Azure (Microsoft), Amazon Web Services (AWS)",,
2024,"State of Data 2024-2025 - Kaggle.csv","ojlormxnd1spiojlozy47qzg1hrlzy41",21,17-21,Masculino,Branca,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,"Tecnologia/Fábrica de Software",FALSE,"Analista de Negócios/Business Analyst",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","de 3 a 4 anos","Menos de 1 ano","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Áudios, Planilhas, Dados georeferenciados",,,,,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",Python,Tableau,"Amazon Web Services (AWS)",,
2024,"State of Data 2024-2025 - Kaggle.csv","s83sfofeg3ma8qs83s4z2d1h5gfzutpt",21,17-21,Feminino,Branca,Não,"São Paulo (SP)",SP,Sudeste,Graduação/Bacharelado,"Computação / Engenharia de Software / Sistemas de Informação/ TI","Empregado (CLT)","Tecnologia/Fábrica de Software",FALSE,"Engenheiro de Dados/Data Engineer/Data Architect",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","de 1 a 2 anos","de 1 a 2 anos","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Engenharia de Dados:* Modela soluções de arquitetura de dados; define modelagens de repositórios de dados (Data Lake, Data Warehouse, Data Lakehouse); desenvolve estratégias de aquisição de dados, recuperação de informação e pipelines de dados.","Dados armazenados em bancos NoSQL",,,,,"Dados armazenados em bancos NoSQL",Python,,"Google Cloud (GCP)","Google FS + BigQuery",
2024,"State of Data 2024-2025 - Kaggle.csv","60d85bmwls3ol18ck560d85pq2l634kx",21,17-21,Masculino,Parda,Não,"Rio Grande do Sul (RS)",RS,Sul,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI","Empregado (CLT)","Finanças ou Bancos",FALSE,"Analista de BI/BI Analyst",Pleno,"de R$ 3.001/mês a R$ 4.000/mês","de 1 a 2 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Planilhas, Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Microsoft PowerBI","Azure (Microsoft)",,
2024,"State of Data 2024-2025 - Kaggle.csv","tami67vl6euoayflxtamy9z6sl6x7er7",21,17-21,Feminino,Parda,Não,"São Paulo (SP)",SP,Sudeste,Graduação/Bacharelado,"Computação / Engenharia de Software / Sistemas de Informação/ TI","Somente Estudante (graduação)",,,,,,,,,,,,,,,,,,,,
2024,"State of Data 2024-2025 - Kaggle.csv","19y8ce7jdn9n74a19yap8p6q5p1wfuha",21,17-21,Masculino,Parda,Não,"São Paulo (SP)",SP,Sudeste,Graduação/Bacharelado,"Economia/ Administração / Contabilidade / Finanças/ Negócios","Empregado (CLT)","Outra Opção",FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 3.001/mês a R$ 4.000/mês","Menos de 1 ano","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL)",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Microsoft PowerBI","Não utilizado Cloud",,
2024,"State of Data 2024-2025 - Kaggle.csv","92fo091vo3jhrwpi92fo7ftxk8eoonk1",21,17-21,Feminino,Branca,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,Indústria,FALSE,"Analista de BI/BI Analyst",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","Menos de 1 ano","de 1 a 2 anos","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Planilhas, Dados armazenados em bancos NoSQL",,,,,Planilhas,Python,"Microsoft PowerBI","Amazon Web Services (AWS)",,
2024,"State of Data 2024-2025 - Kaggle.csv","3itoq8uvt6rrz8ykr3ito7hn7w93ycl1",21,17-21,Feminino,Branca,Não,"Santa Catarina (SC)",SC,Sul,"Estudante de Graduação","Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais","Empregado (CLT)","Área de Consultoria",FALSE,"Analista de BI/BI Analyst",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","de 1 a 2 anos","Menos de 1 ano","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Planilhas, Dados georeferenciados",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Microsoft PowerBI","Cloud Própria",,
2024,"State of Data 2024-2025 - Kaggle.csv","2qn9cr9c33enemdai5402qn9czkf27w5",21,17-21,Masculino,Branca,Não,"Distrito Federal (DF)",DF,Centro-oeste,Graduação/Bacharelado,"Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais",Estagiário,Internet/Ecommerce,FALSE,"Engenheiro de Dados/Data Engineer/Data Architect",Júnior,"de R$ 12.001/mês a R$ 16.000/mês","de 1 a 2 anos","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Engenharia de Dados:* Modela soluções de arquitetura de dados; define modelagens de repositórios de dados (Data Lake, Data Warehouse, Data Lakehouse); desenvolve estratégias de aquisição de dados, recuperação de informação e pipelines de dados.","Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados",,,,,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",Python,"Microsoft PowerBI","Azure (Microsoft), hdfs, impala","Hadoop + Hive",Postgres/MySQL
2024,"State of Data 2024-2025 - Kaggle.csv","oxy4esn2x208pmwfzx52h6coxy4q3k1i",21,17-21,Masculino,Amarela,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Outra opção",Estagiário,"Finanças ou Bancos",FALSE,"Analista de Negócios/Business Analyst",Júnior,"de R$ 2.001/mês a R$ 3.000/mês","Menos de 1 ano","de 1 a 2 anos","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL)",Python,"Microsoft PowerBI","Amazon Web Services (AWS)",,
2024,"State of Data 2024-2025 - Kaggle.csv","pveps4629f1ver90i79ooippveps46tx",21,17-21,Masculino,Branca,Não,"Distrito Federal (DF)",DF,Centro-oeste,"Estudante de Graduação","Outra opção","Somente Estudante (pós-graduação)",,,,,,,,,,,,,,,,,,,,
2024,"State of Data 2024-2025 - Kaggle.csv","qhrg6shhfku48d19aiqhrg6swqyeq38t",21,17-21,Feminino,Branca,Não,"Espírito Santo (ES)",ES,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,Varejo,FALSE,"Cientista de Dados/Data Scientist",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","de 1 a 2 anos","de 1 a 2 anos","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Ciência de Dados/Machine Learning/AI: *Desenha e executa experimentos com o objetivo de responder perguntas do negócio; desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.","Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados armazenados em bancos NoSQL",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,Tableau,"Amazon Web Services (AWS), Servidores On Premise/Não utilizamos Cloud",,
2024,"State of Data 2024-2025 - Kaggle.csv","dxukqu56bvjpfptp1gwfdxukq9xxj5f1",21,17-21,Masculino,Preta,Não,"São Paulo (SP)",SP,Sudeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI","Empregado (CLT)","Tecnologia/Fábrica de Software",FALSE,"Analista de BI/BI Analyst",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","Menos de 1 ano","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.","Dados relacionais (estruturados em bancos SQL), Planilhas",,,,,"Dados relacionais (estruturados em bancos SQL), Planilhas",Python,"Microsoft PowerBI","Servidores On Premise/Não utilizamos Cloud",,
2024,"State of Data 2024-2025 - Kaggle.csv","pgjvcj3iu7cpskbt4pgjvm3kzftfibgl",21,17-21,Masculino,Parda,Não,"Distrito Federal (DF)",DF,Centro-oeste,Graduação/Bacharelado,"Computação / Engenharia de Software / Sistemas de Informação/ TI","Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,
2024,"State of Data 2024-2025 - Kaggle.csv","d6udpgpmpop5436c0y92ad6udpg9mm1r",21,17-21,Masculino,Branca,Não,"Distrito Federal (DF)",DF,Centro-oeste,"Estudante de Graduação","Computação / Engenharia de Software / Sistemas de Informação/ TI",Estagiário,"Tecnologia/Fábrica de Software",FALSE,"Analista de Dados/Data Analyst",Júnior,"de R$ 1.001/mês a R$ 2.000/mês","Menos de 1 ano","Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados","Modelo 100% remoto","*Análise de Dados/BI:* Extrai e cruza dados unindo diferentes fontes da informação; analisa dados visando identificar padrões, gerar insights e levantar perguntas; desenvolve dashboards, relatórios e visualizações de dados em ferramentas de BI.",Planilhas,,,,,Planilhas,Python,"Microsoft PowerBI","Cloud Própria",,
2024,"State of Data 2024-2025 - Kaggle.csv","y5i314wc0uyi47ixbshbp80y5i314e5s",21,17-21,Masculino,Branca,Não,"Minas Gerais (MG)",MG,Sudeste,"Não tenho graduação formal",,"Somente Estudante (graduação)",,,,,,,,,,,,,,,,,,,,
